NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error,RowNr
36,11126,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,10
38,11329,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,11
40,11508,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,12
42,11750,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,13
44,11979,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,14
46,12112,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,15
48,12264,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,16
50,12529,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,17
53,12794,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,18
55,13018,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,19
55,,65,,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,20
57,13279,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,21
59,13438,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,22
61,13611,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,23
62,13763,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,24
64,13910,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,25
66,14088,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,26
68,14269,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,27
70,14424,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,28
72,14629,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,29
74,14821,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,30
76,14998,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,31
78,15117,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,32
80,16961,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,33
82,17395,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,34
84,17604,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,35
86,17784,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,36
88,17889,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,37
90,18123,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,38
92,18326,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,39
94,18505,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,40
96,18605,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,41
98,18854,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,42
101,19058,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,43
103,19233,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,44
105,19406,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,45
107,19589,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,46
109,19759,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,47
111,19945,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,48
112,20046,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,49
114,20234,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,50
116,20497,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,51
118,20661,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,52
120,20781,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,53
122,21008,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,54
124,21218,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,55
127,21407,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,56
128,21543,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,57
131,21971,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,58
133,22158,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,59
135,22294,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,60
136,22442,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,61
138,22671,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,62
141,22862,62,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,63
143,23052,64,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,64
144,23177,65,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,65
146,24585,67,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,66
148,26978,60,64,0,2,2,1,3,articulation,performing,3_p_stim_a.png,1,67
33,9204,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,1
35,9402,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,2
37,9574,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,3
39,9754,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,4
41,9978,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,5
43,10203,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,6
45,10357,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,7
46,10513,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,8
48,10704,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,9
50,10910,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,10
52,11098,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,11
54,11257,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,12
56,11496,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,13
59,11706,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,14
61,11896,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,15
63,12083,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,16
65,12302,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,17
67,12465,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,18
69,12650,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,19
71,12832,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,20
73,13049,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,21
75,13266,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,22
77,13532,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,23
78,13585,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,24
80,13802,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,25
82,13940,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,26
84,14137,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,27
86,14343,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,28
88,14582,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,29
91,14814,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,30
92,14976,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,31
94,15167,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,32
96,17016,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,33
98,17577,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,34
101,17846,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,35
102,18031,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,36
104,18211,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,37
106,18421,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,38
108,18609,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,39
110,18797,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,40
112,19008,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,41
115,19269,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,42
117,19497,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,43
119,19646,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,44
121,19807,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,45
123,20003,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,46
124,20201,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,47
126,20346,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,48
128,20560,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,49
130,20795,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,50
133,21054,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,51
134,21216,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,52
136,21393,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,53
138,21605,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,54
140,21827,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,55
143,22002,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,56
145,22211,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,57
147,22415,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,58
149,22659,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,59
151,22820,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,60
153,22981,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,61
155,23206,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,62
157,23391,62,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,63
159,23611,64,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,64
161,23843,65,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,65
163,25409,67,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,66
164,26865,60,64,0,2,3,3,7,dynamics,performing,7_p_stim_d.png,1,67
19,9253,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,1
21,9437,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,2
23,9601,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,3
24,9605,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,4
27,9955,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,5
29,10118,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,6
30,10248,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,7
32,10296,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,8
35,10613,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,9
37,10806,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,10
39,10944,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,11
40,11038,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,12
43,11290,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,13
45,11518,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,14
47,11644,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,15
48,11692,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,16
51,12019,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,17
53,12221,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,18
55,12374,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,19
56,12414,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,20
59,12740,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,21
61,12911,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,22
63,13036,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,23
64,13096,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,24
67,13400,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,25
69,13592,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,26
71,13771,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,27
72,13804,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,28
75,14120,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,29
77,14279,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,30
78,14390,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,31
80,14474,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,32
82,17146,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,33
85,17806,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,34
86,17955,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,35
88,18135,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,36
90,18263,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,37
93,18514,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,38
95,18717,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,39
97,"",64,"",0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,40
98,"",65,"",0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,41
101,19230,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,42
103,19398,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,43
105,19558,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,44
106,19608,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,45
109,19922,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,46
111,20072,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,47
113,20278,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,48
114,20306,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,49
117,20678,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,50
119,20810,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,51
120,20959,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,52
122,21042,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,53
124,21279,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,54
127,21508,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,55
129,21674,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,56
130,21726,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,57
133,22054,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,58
135,22221,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,59
137,22321,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,60
138,22409,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,61
141,22695,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,62
143,22880,62,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,63
145,23045,64,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,64
146,23089,65,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,65
150,24460,67,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,66
152,26306,60,64,0,2,11,4,8,dynamics,performing,8_p_stim_d.png,1,67
19,9257,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,1
21,9406,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,2
23,9625,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,3
25,9788,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,4
27,10008,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,5
29,10209,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,6
31,"",64,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,7
33,"",62,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,8
34,10793,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,9
36,11010,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,10
39,11239,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,11
40,11411,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,12
42,11624,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,13
44,11818,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,14
47,12120,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,15
49,12241,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,16
51,12545,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,17
53,12721,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,18
55,12918,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,19
57,13094,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,20
59,13314,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,21
61,13537,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,22
63,"",64,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,23
65,"",62,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,24
66,14173,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,25
68,14398,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,26
71,14627,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,27
72,14817,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,28
74,15035,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,29
76,15250,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,30
79,15535,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,31
81,15777,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,32
82,18529,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,33
84,19529,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,34
86,19797,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,35
89,20129,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,36
90,20261,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,37
92,20515,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,38
94,20725,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,39
97,20941,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,40
98,21154,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,41
101,21423,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,42
103,21673,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,43
106,"",64,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,44
107,"",62,"",0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,45
109,22319,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,46
111,22484,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,47
113,22711,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,48
114,22925,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,49
116,23222,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,50
119,23459,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,51
121,23803,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,52
122,23883,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,53
125,24128,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,54
126,24304,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,55
129,24564,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,56
130,24756,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,57
133,25052,67,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,58
135,25305,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,59
138,25715,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,60
139,25727,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,61
141,25973,60,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,62
143,26168,62,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,63
145,26413,64,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,64
148,26759,65,64,0,2,27,3,6,dynamics,performing,6_p_stim_d.png,1,65
